pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map00903	Limonene degradation	KEGG_GENOME	0.00010059788858555727	0.0003289797756023571	-1.6995071844440603	39	73	Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06); Salipiger aestuarii (7.73e-06); Marivita roseacus (7.54e-06); Flavobacterium haoranii (4.79e-06)	Exiguobacterium aestuarii (6.58e-05); Cupriavidus necator (2.73e-05); Pseudomonas oryzihabitans (2.67e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas alkylphenolica (1.64e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00906	Carotenoid biosynthesis	KEGG_GENOME	0.00022752421914119052	0.0005243536999360466	-1.2009419884776382	31	49	Flavobacterium jumunjinense (3.83e-05); Arcticibacterium luteifluviistationis (2.90e-05); Emticicia soli (1.58e-05); Flavobacterium haoranii (1.44e-05); Leclercia pneumoniae (1.24e-05)	Exiguobacterium aestuarii (1.10e-04); Pseudomonas oryzihabitans (6.68e-05); Flavobacterium haoranii (6.03e-05); Brevundimonas aurantiaca (5.11e-05); Stutzerimonas stutzeri (3.32e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00907	Pinene, camphor and geraniol degradation	KEGG_GENOME	0.0006091489560038636	0.0016239036085426615	-1.4131207413485216	73	106	Klebsiella variicola (1.03e-04); Pseudoalteromonas phenolica (4.01e-05); Citrobacter koseri (3.63e-05); Flavobacterium jumunjinense (2.56e-05); Ralstonia pickettii (1.62e-05)	Moraxella osloensis (1.14e-04); Pseudomonas azotoformans (1.00e-04); Pseudomonas oryzihabitans (9.35e-05); Pseudomonas aeruginosa (6.78e-05); Cupriavidus necator (6.63e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00908	Zeatin biosynthesis	KEGG_GENOME	0.00016325528978914083	0.00047151503825430124	-1.5244204124196081	79	110	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00909	Sesquiterpenoid and triterpenoid biosynthesis	KEGG_GENOME	1.385658307550393e-05	7.114482859894392e-05	-2.2797936419769522	4	12	Mariniblastus fucicola (6.12e-06); Methylococcus capsulatus (4.03e-06); Phycisphaera mikurensis (2.66e-06); Exiguobacterium aestuarii (1.05e-06)	Mariniblastus fucicola (2.57e-05); Exiguobacterium aestuarii (2.19e-05); Cupriavidus necator (7.80e-06); Anatilimnocola aggregata (2.82e-06); Gemmata massiliana (2.62e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00910	Nitrogen metabolism	KEGG_GENOME	0.0023713610983790183	0.007855152300528901	-1.7274992782245897	78	111	Klebsiella variicola (4.29e-04); Pectobacterium cacticida (2.26e-04); Citrobacter koseri (1.96e-04); Arcticibacterium luteifluviistationis (1.06e-04); Leclercia pneumoniae (5.71e-05)	Cutibacterium acnes (1.68e-03); Moraxella osloensis (7.95e-04); Pseudomonas alkylphenolica (2.63e-04); Stutzerimonas stutzeri (2.52e-04); Massilia arenae (2.19e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00920	Sulfur metabolism	KEGG_GENOME	0.003890489776610319	0.009657240099710317	-1.3114377617339257	79	111	Klebsiella variicola (7.73e-04); Pectobacterium cacticida (4.28e-04); Citrobacter koseri (2.61e-04); Arcticibacterium luteifluviistationis (1.45e-04); Pseudoalteromonas phenolica (1.28e-04)	Moraxella osloensis (8.52e-04); Pseudomonas oryzihabitans (5.48e-04); Cutibacterium acnes (5.18e-04); Pseudomonas azotoformans (4.72e-04); Pseudomonas alkylphenolica (4.27e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00930	Caprolactam degradation	KEGG_GENOME	0.0003518469647818984	0.0008032057182764371	-1.188521994541898	68	94	Klebsiella variicola (6.87e-05); Arcticibacterium luteifluviistationis (2.90e-05); Pseudoalteromonas phenolica (1.60e-05); Emticicia soli (1.58e-05); Citrobacter koseri (1.45e-05)	Pseudomonas oryzihabitans (1.07e-04); Moraxella osloensis (5.68e-05); Pseudomonas azotoformans (4.29e-05); Mariniblastus fucicola (3.85e-05); Pseudomonas aeruginosa (3.16e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00940	Phenylpropanoid biosynthesis	KEGG_GENOME	0.0003171261140169573	0.00038332246986266653	-0.27271852447942363	73	97	Klebsiella variicola (6.87e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (2.18e-05); Pseudoalteromonas phenolica (1.60e-05); Flavobacterium jumunjinense (1.28e-05)	Mariniblastus fucicola (3.85e-05); Pseudomonas oryzihabitans (2.67e-05); Pectobacterium cacticida (2.06e-05); Flavobacterium haoranii (2.01e-05); Klebsiella variicola (1.91e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00944	Flavone and flavonol biosynthesis	KEGG_GENOME	1.7201300394388519e-06	0.00014587992019555326	-5.754817746696143	2	3	Runella soli (8.73e-07); Dyadobacter sediminis (8.47e-07)	Cutibacterium acnes (1.30e-04); Cutibacterium namnetense (1.28e-05); Roseibium sediminis (3.57e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00946	Degradation of flavonoids	KEGG_GENOME	0.0002503241137538472	0.0003305458194206106	-0.39965916376403443	53	72	Klebsiella variicola (8.59e-05); Arcticibacterium luteifluviistationis (1.94e-05); Emticicia soli (1.27e-05); Pectobacterium cacticida (1.19e-05); Rahnella inusitata (9.09e-06)	Pseudomonas marincola (2.64e-05); Klebsiella variicola (2.38e-05); Exiguobacterium aestuarii (2.19e-05); Brevundimonas aurantiaca (1.70e-05); Pseudomonas azotoformans (1.43e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00950	Isoquinoline alkaloid biosynthesis	KEGG_GENOME	0.00044244968988167764	0.0009398511100212324	-1.0851959964662534	78	109	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (5.95e-05); Flavobacterium jumunjinense (2.56e-05); Arcticibacterium luteifluviistationis (1.94e-05); Citrobacter koseri (1.45e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Pseudomonas oryzihabitans (5.34e-05); Pectobacterium cacticida (5.14e-05); Flavobacterium haoranii (4.02e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	KEGG_GENOME	0.0007475878232485946	0.0016226836738516192	-1.1170271077296205	79	110	Klebsiella variicola (1.89e-04); Pectobacterium cacticida (9.52e-05); Flavobacterium jumunjinense (3.83e-05); Arcticibacterium luteifluviistationis (2.90e-05); Citrobacter koseri (2.90e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Pectobacterium cacticida (8.22e-05); Pseudomonas oryzihabitans (8.01e-05); Pseudomonas azotoformans (6.44e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00965	Betalain biosynthesis	KEGG_GENOME	0.00010181011633096193	0.000155213808537976	-0.6035397561947109	48	72	Klebsiella variicola (1.72e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (9.49e-06); Citrobacter koseri (7.25e-06)	Pseudomonas oryzihabitans (1.34e-05); Pectobacterium cacticida (1.03e-05); Pseudomonas alkylphenolica (8.21e-06); Pseudomonas azotoformans (7.15e-06); Roseibium sediminis (7.14e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00966	Glucosinolate biosynthesis	KEGG_GENOME	0.00038243986778256146	0.00101206946816949	-1.4016608532593215	79	111	Flavobacterium jumunjinense (3.83e-05); Klebsiella variicola (3.43e-05); Arcticibacterium luteifluviistationis (2.90e-05); Pectobacterium cacticida (2.38e-05); Pseudoalteromonas phenolica (1.60e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Flavobacterium haoranii (6.03e-05); Pseudomonas oryzihabitans (2.67e-05); Mariniblastus fucicola (2.57e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00970	Aminoacyl-tRNA biosynthesis	KEGG_GENOME	0.014731708359215194	0.03985934811915276	-1.435931640132565	79	111	Klebsiella variicola (1.92e-03); Pectobacterium cacticida (1.19e-03); Pseudoalteromonas phenolica (1.08e-03); Flavobacterium jumunjinense (9.07e-04); Citrobacter koseri (7.91e-04)	Cutibacterium acnes (9.19e-03); Moraxella osloensis (4.26e-03); Exiguobacterium aestuarii (2.08e-03); Flavobacterium haoranii (1.43e-03); Pseudomonas oryzihabitans (1.27e-03)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00975	Biosynthesis of various siderophores	KEGG_GENOME	0.00024050202586696026	0.000980445359714844	-2.022872659036304	43	89	Pectobacterium cacticida (7.14e-05); Klebsiella variicola (3.43e-05); Citrobacter koseri (2.90e-05); Rahnella inusitata (1.14e-05); Erwinia piriflorinigrans (9.11e-06)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (1.14e-04); Pectobacterium cacticida (6.17e-05); Cutibacterium namnetense (3.84e-05); Stutzerimonas stutzeri (3.32e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00980	Metabolism of xenobiotics by cytochrome P450	KEGG_GENOME	0.0007272143771338633	0.0020059796213314444	-1.462590838495723	65	102	Klebsiella variicola (1.55e-04); Pseudoalteromonas phenolica (6.42e-05); Pectobacterium cacticida (4.76e-05); Citrobacter koseri (3.63e-05); Ruegeria pomeroyi (2.69e-05)	Pseudomonas oryzihabitans (1.74e-04); Cutibacterium acnes (1.30e-04); Moraxella osloensis (1.14e-04); Massilia arenae (7.83e-05); Pseudomonas azotoformans (7.15e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00981	Insect hormone biosynthesis	KEGG_GENOME	9.732122405192056e-05	0.000326939045744258	-1.7378529032489223	38	73	Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06); Salipiger aestuarii (7.73e-06); Marivita roseacus (6.03e-06); Flavobacterium haoranii (4.79e-06)	Exiguobacterium aestuarii (6.58e-05); Cupriavidus necator (2.73e-05); Pseudomonas oryzihabitans (2.67e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas alkylphenolica (1.64e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00982	Drug metabolism - cytochrome P450	KEGG_GENOME	0.0007407161534160308	0.002258145387841396	-1.6068380245950786	67	104	Klebsiella variicola (1.55e-04); Pseudoalteromonas phenolica (6.42e-05); Pectobacterium cacticida (4.76e-05); Citrobacter koseri (3.63e-05); Ruegeria pomeroyi (2.69e-05)	Cutibacterium acnes (2.59e-04); Pseudomonas oryzihabitans (1.87e-04); Moraxella osloensis (1.14e-04); Pseudomonas azotoformans (7.87e-05); Massilia arenae (7.83e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00983	Drug metabolism - other enzymes	KEGG_GENOME	0.002273617650319945	0.006183833595956558	-1.4431107225111228	79	111	Klebsiella variicola (3.61e-04); Pectobacterium cacticida (1.67e-04); Flavobacterium jumunjinense (1.41e-04); Citrobacter koseri (1.31e-04); Pseudoalteromonas phenolica (1.20e-04)	Cutibacterium acnes (1.42e-03); Moraxella osloensis (3.98e-04); Pseudomonas oryzihabitans (2.54e-04); Flavobacterium haoranii (2.21e-04); Exiguobacterium aestuarii (1.97e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00984	Steroid degradation	KEGG_GENOME	0.00039895717453491	0.0010186695953476965	-1.3501843132415874	71	103	Pseudoalteromonas fenneropenaei (5.34e-05); Klebsiella variicola (3.43e-05); Pseudoalteromonas arabiensis (2.67e-05); Pseudoalteromonas peptidolytica (2.67e-05); Pseudoalteromonas telluritireducens (2.67e-05)	Cupriavidus necator (1.56e-04); Luminiphilus syltensis (6.69e-05); Moraxella osloensis (5.68e-05); Pseudomonas alkylphenolica (4.93e-05); Cupriavidus plantarum (4.46e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00996	Biosynthesis of various alkaloids	KEGG_GENOME	1.3935773266901188e-06	3.982898705314474e-05	-4.092353455963693	2	14	Sphingomonas koreensis (8.34e-07); Mesorhizobium septentrionale (5.59e-07)	Pseudomonas oryzihabitans (1.34e-05); Pseudomonas azotoformans (7.15e-06); Brevundimonas aurantiaca (5.68e-06); Pseudomonas savastanoi (2.56e-06); Pseudomonas viridiflava (2.49e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00997	Biosynthesis of various other secondary metabolites	KEGG_GENOME	5.013470236555285e-05	0.0003008578465503599	-2.561494695336731	12	28	Pectobacterium cacticida (2.38e-05); Erwinia piriflorinigrans (4.56e-06); Pseudomonas alcaligenes (4.31e-06); Pseudomonas arcuscaelestis (4.31e-06); Pectobacterium polaris (3.72e-06)	Cutibacterium acnes (1.30e-04); Pectobacterium cacticida (2.06e-05); Pseudomonas aeruginosa (1.81e-05); Cutibacterium namnetense (1.28e-05); Aeromonas dhakensis (1.23e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00998	Biosynthesis of various antibiotics	KEGG_GENOME	0.0003992130453547668	0.0010729319095613003	-1.4240624258706054	79	111	Arcticibacterium luteifluviistationis (3.87e-05); Flavobacterium jumunjinense (3.83e-05); Pectobacterium cacticida (3.57e-05); Citrobacter koseri (2.18e-05); Klebsiella variicola (1.72e-05)	Cutibacterium acnes (2.59e-04); Flavobacterium haoranii (6.03e-05); Moraxella osloensis (5.68e-05); Mariniblastus fucicola (5.14e-05); Pseudomonas oryzihabitans (4.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map00999	Biosynthesis of various plant secondary metabolites	KEGG_GENOME	0.0004646414823146297	0.0012115130064732796	-1.3807087294250076	79	111	Klebsiella variicola (8.59e-05); Pectobacterium cacticida (3.57e-05); Pseudoalteromonas phenolica (3.21e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (6.58e-05); Pseudomonas oryzihabitans (5.34e-05); Pseudomonas alkylphenolica (3.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01040	Biosynthesis of unsaturated fatty acids	KEGG_GENOME	0.0005023243860593046	0.0011554912045157273	-1.2001938906652503	78	108	Arcticibacterium luteifluviistationis (5.81e-05); Klebsiella variicola (5.15e-05); Pseudoalteromonas phenolica (4.81e-05); Pectobacterium cacticida (3.57e-05); Flavobacterium jumunjinense (2.56e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (1.14e-04); Pseudomonas oryzihabitans (5.34e-05); Flavobacterium haoranii (4.02e-05); Pseudomonas alkylphenolica (3.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01051	Biosynthesis of ansamycins	KEGG_GENOME	0.00046595317409892887	0.0006987077960195568	-0.5834746817593014	79	109	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (3.57e-05); Citrobacter koseri (2.90e-05); Flavobacterium jumunjinense (2.56e-05); Pseudoalteromonas phenolica (2.41e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Pseudomonas oryzihabitans (5.34e-05); Flavobacterium haoranii (4.02e-05); Klebsiella variicola (3.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
